pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
1327,A boy is spanking a man with a toy weapon,A boy is whacking a man with a sword,0.7749999999999999,0.78586745
1328,A boy is whacking a man with a sword,A boy is spanking a woman with a plastic sword,0.625,0.8258704
1329,A boy is whacking a man with a sword,A man is spanking a boy with a plastic sword,0.575,0.90139216
1330,A boy is spanking a man with a plastic sword,A boy is whacking a man with a sword,0.825,0.9075631
1331,The young lady is measuring the ankle of another woman,The lady is measuring the ankle of another woman,0.925,0.9860038
1332,The lady isn't measuring the ankle of another woman,The lady is measuring the ankle of another woman,0.5,0.46837807
1333,The woman is measuring the other woman,A woman is being measured by another woman,0.9750000000000001,0.9000621
1334,The woman is measuring a man,The woman is measuring the other woman,0.625,0.83629966
1335,The lady is measuring the ankle of another woman,A woman is being measured by another woman,0.8500000000000001,0.73939335
1336,The woman is measuring a man,The lady is measuring the ankle of another woman,0.5,0.6164232
1337,The young lady is measuring the ankle of another woman,The woman is measuring the other woman,0.8500000000000001,0.7547372
1338,The woman is measuring the other woman,The lady isn't measuring the ankle of another woman,0.475,0.38411924
1339,The lady is measuring the ankle of another woman,The woman is measuring the other woman,0.925,0.7664741
1340,A man is talking on the phone,A man is making a phone call,0.825,0.9353635
1341,There is no man making a phone call,A man is making a phone call,0.6,0.31710356
1342,A man is talking on a cell phone,A man is making a call on a cell phone,0.95,0.9527633
1343,A man is hanging up the phone,A man is making a call on a cell phone,0.59125,0.81109333
1344,A man is talking on a cell phone,A man is making a phone call,0.825,0.8995656
1345,A man is hanging up the phone,A man is making a phone call,0.7,0.8573426
1346,A man is making a call on a cell phone,A man is talking on the phone,0.8,0.9084282
1347,There is no man making a phone call,A man is making a call on a cell phone,0.75,0.35013014
1348,A man is making a call on a cell phone,A man is making a phone call,0.95,0.95021784
1349,An animal is rolling from side to side in a garden,A dog is rolling from side to side,0.8,0.6889116
1350,There is no dog rolling from side to side,A dog is rolling from side to side,0.7,0.25563917
1351,A cute puppy is repeatedly rolling from side to side on its back,A puppy is repeatedly rolling from side to side on its back,0.8500000000000001,0.91515887
1352,There is no puppy rolling,A puppy is repeatedly rolling from side to side on its back,0.7,0.20303991
1353,A cute puppy is repeatedly rolling from side to side on its back,A dog is rolling from side to side,0.825,0.69162476
1354,A dog is rolling from side to side,There is no puppy rolling,0.65,0.20961115
1355,A puppy is repeatedly rolling from side to side on its back,An animal is rolling from side to side in a garden,0.7749999999999999,0.49487615
1356,There is no dog rolling from side to side,A puppy is repeatedly rolling from side to side on its back,0.7,0.159344
1357,A puppy is repeatedly rolling from side to side on its back,A dog is rolling from side to side,0.8500000000000001,0.8109921
1358,A machine is sharpening a pencil,A pencil is being sharpened,0.875,0.94265527
1359,A machine is sharpening a knife,A machine is sharpening a pencil,0.475,0.7075748
1360,The machine is shaving the end of a pencil,A pencil is being shaved by the machine,0.925,0.8795048
1361,The machine is not shaving a pencil,The machine is shaving the end of a pencil,0.7,0.2742287
1362,A pencil is being shaved by the machine,A machine is sharpening a pencil,0.8,0.81684697
1363,The machine is not shaving a pencil,A machine is sharpening a pencil,0.44999999999999996,0.30466738
1364,The machine is shaving the end of a pencil,A pencil is being sharpened,0.825,0.77979124
1365,A machine is sharpening a knife,The machine is shaving the end of a pencil,0.275,0.59505713
1366,A machine is sharpening a pencil,The machine is shaving the end of a pencil,1.0,0.8620003
1367,A man is playing a keyboard in a park,A man is playing a keyboard,0.7749999999999999,0.73028785
1369,A pianist is playing the keyboard,A person is playing the keyboard,0.8,0.8070961
1370,A person is not playing the keyboard,A person is playing the keyboard,0.75,0.3878057
1371,A man is playing a keyboard,A pianist is playing the keyboard,0.8,0.77539957
1372,A person is not playing the keyboard,A man is playing a keyboard,0.4,0.316607
1373,A man is playing a keyboard in a park,A person is playing the keyboard,0.825,0.56449634
1374,A person is playing the keyboard,There is no man playing a keyboard,0.6,0.27898705
1375,A man is playing a keyboard,A person is playing the keyboard,0.8999999999999999,0.89381963
1376,A man is rinsing a large steak,A man is rinsing a large piece of meat,0.8999999999999999,0.89158857
1377,A man is rinsing a large steak,A man is not rinsing a large steak,0.6,0.48656082
1378,A steak is being rinsed with water by a person,A person is rinsing a steak with water,1.0,0.96389794
1379,Nobody is rinsing a steak with water,A person is rinsing a steak with water,0.75,0.4123755
1380,A steak is being rinsed with water by a person,A man is rinsing a large steak,0.8,0.73257995
1381,Nobody is rinsing a steak with water,A man is rinsing a large steak,0.7,0.34707946
1382,A person is rinsing a steak with water,A man is rinsing a large piece of meat,0.75,0.7357869
1383,A person is rinsing a steak with water,A man is not rinsing a large steak,0.575,0.40636462
1384,A man is rinsing a large steak,A person is rinsing a steak with water,0.8999999999999999,0.79757524
1385,A person is chopping a red onion,A person is chopping an onion,0.8999999999999999,0.9097103
1386,A person is not chopping an onion,A person is chopping an onion,0.8500000000000001,0.21314657
1387,A person is riding an old motorcycle,A person is riding a motorcycle,0.8500000000000001,0.7896783
1388,A person is riding a motorcycle,A person is standing near a motorcycle,0.575,0.6888184
1389,A person is chopping an onion,A person is riding an old motorcycle,0.025000000000000022,0.0044056885
1390,A person is standing near a motorcycle,A person is chopping an onion,0.04999999999999999,0.109546356
1391,A person is riding a motorcycle,A person is chopping a red onion,0.04999999999999999,0.039068066
1392,A person is not chopping an onion,A person is riding a motorcycle,0.025000000000000022,0.21766916
1393,A person is riding a motorcycle,A person is chopping an onion,0.09999999999999998,0.06877017
1394,A sad man is crying,A man is crying,0.8500000000000001,0.88604105
1395,A man is laughing,A man is crying,0.375,0.34956378
1396,A man is screaming,A man is scared,0.65,0.65101016
1397,There is no man screaming,A man is screaming,0.75,0.22130805
1398,A man is crying,A man is scared,0.575,0.7249187
1399,There is no man screaming,A man is crying,0.275,0.2214871
1400,A sad man is crying,A man is screaming,0.475,0.5643381
1401,A man is laughing,A man is screaming,0.525,0.4702319
1402,A man is crying,A man is screaming,0.525,0.7204252
1403,Butter is being chopped into a container by a man,A man is chopping butter into a container,1.0,0.96534044
1404,A man is chopping butter into a small container,A man is chopping butter into a container,0.95,0.96634567
1405,A prawn is being cut by a woman,A woman is cutting shrimps,0.75,0.7737878
1406,A woman is not cutting shrimps,A woman is cutting shrimps,0.625,0.32213414
1407,A man is chopping butter into a container,A prawn is being cut by a woman,0.32499999999999996,0.2878136
1408,A woman is not cutting shrimps,A man is chopping butter into a container,0.2,-0.036554743
1409,Butter is being chopped into a container by a man,A woman is cutting shrimps,0.09999999999999998,0.34175244
1410,A woman is cutting shrimps,A man is chopping butter into a small container,0.09999999999999998,0.36721927
1411,A woman is cutting shrimps,A man is chopping butter into a container,0.35,0.3358466
1412,Men are sawing logs,Men are cutting wood,0.875,0.8751286
1413,Women are sawing logs,Men are sawing logs,0.75,0.65652776
1414,Some men are sawing,Men are sawing,0.95,0.9876417
1415,Some men are sawing,There are no men sawing,0.725,0.23535778
1416,Men are sawing logs,Men are sawing,0.825,0.7758385
1417,Men are sawing logs,There are no men sawing,0.725,0.24124853
1418,Men are cutting wood,Some men are sawing,0.65,0.7704399
1419,Some men are sawing,Women are sawing logs,0.7,0.4848405
1420,Men are sawing logs,Some men are sawing,0.825,0.79889226
1421,A woman is washing her feet,A woman is brushing her feet,0.675,0.88020366
1422,A woman is brushing her hand,A woman is brushing her feet,0.55,0.93274033
1423,A woman is chopping a red onion,A woman is chopping an onion,0.875,0.940886
1424,A woman is chopping an onion,A woman is not chopping an onion,0.625,0.33548093
1425,A woman is chopping a red onion,A woman is brushing her feet,0.07500000000000001,0.32741296
1426,A woman is brushing her feet,A woman is not chopping an onion,0.07500000000000001,0.32441488
1427,A woman is chopping an onion,A woman is washing her feet,0.0,0.39666608
1428,A woman is brushing her hand,A woman is chopping an onion,0.125,0.3871823
1429,A woman is brushing her feet,A woman is chopping an onion,0.04999999999999999,0.3844226
